"species","class","order","family","source"
"Sibon nebulatus","Reptilia","Squamata","Dipsadidae","faunabr"
"Thamnodynastes sertanejo","Reptilia","Squamata","Dipsadidae","faunabr"
"Thrichomys apereoides","Mammalia","Rodentia","Echimyidae","faunabr"
"Tropidophis preciosus","Reptilia","Squamata","Tropidophiidae","faunabr"
"Hydrops triangularis","Reptilia","Squamata","Dipsadidae","faunabr"
"Xenopholis scalaris","Reptilia","Squamata","Dipsadidae","faunabr"
"Tantilla boipiranga","Reptilia","Squamata","Colubridae","faunabr"
"Sylvilagus brasiliensis","Mammalia","Lagomorpha","Leporidae","faunabr"
"Lophostoma carrikeri","Mammalia","Chiroptera","Phyllostomidae","faunabr"
"Leopardus wiedii","Mammalia","Carnivora","Felidae","faunabr"
"Marmosops paulensis","Mammalia","Didelphimorphia","Didelphidae","faunabr"
"Leposternon scutigerum","Reptilia","Squamata","Amphisbaenidae","faunabr"
"Boiruna maculata","Reptilia","Squamata","Dipsadidae","faunabr"
"Rhipidomys itoan","Mammalia","Rodentia","Cricetidae","faunabr"
"Aplastodiscus albofrenatus","Amphibia","Anura","Hylidae","faunabr"
"Clelia plumbea","Reptilia","Squamata","Dipsadidae","faunabr"
"Amphisbaena nigricauda","Reptilia","Squamata","Amphisbaenidae","faunabr"
"Lonchophylla bokermanni","Mammalia","Chiroptera","Phyllostomidae","faunabr"
"Gastrotheca megacephala","Amphibia","Anura","Hemiphractidae","faunabr"
"Amphisbaena arda","Reptilia","Squamata","Amphisbaenidae","faunabr"
"Amphisbaena kingii","Reptilia","Squamata","Amphisbaenidae","faunabr"
"Oligoryzomys stramineus","Mammalia","Rodentia","Cricetidae","faunabr"
"Akodon mystax","Mammalia","Rodentia","Cricetidae","faunabr"
"Micrurus surinamensis","Reptilia","Squamata","Elapidae","faunabr"
"Bothrops pauloensis","Reptilia","Squamata","Viperidae","faunabr"
"Leptodactylus fuscus","Amphibia","Anura","Leptodactylidae","faunabr"
"Hylaeamys megacephalus","Mammalia","Rodentia","Cricetidae","faunabr"
"Amphisbaena lumbricalis","Reptilia","Squamata","Amphisbaenidae","faunabr"
"Mastigodryas bifossatus","Reptilia","Squamata","Colubridae","faunabr"
"Amphisbaena ibijara","Reptilia","Squamata","Amphisbaenidae","faunabr"
"Epictia clinorostris","Reptilia","Squamata","Leptotyphlopidae","faunabr"
"Holochilus sciureus","Mammalia","Rodentia","Cricetidae","faunabr"
"Ametrida centurio","Mammalia","Chiroptera","Phyllostomidae","faunabr"
"Tomodon ocellatus","Reptilia","Squamata","Dipsadidae","faunabr"
"Monodelphis domestica","Mammalia","Didelphimorphia","Didelphidae","faunabr"
"Lasiurus ebenus","Mammalia","Chiroptera","Vespertilionidae","faunabr"
"Oxymycterus dasytrichus","Mammalia","Rodentia","Cricetidae","faunabr"
"Leposternon microcephalum","Reptilia","Squamata","Amphisbaenidae","faunabr"
"Cabassous unicinctus","Mammalia","Cingulata","Chlamyphoridae","faunabr"
"Vampyrum spectrum","Mammalia","Chiroptera","Phyllostomidae","faunabr"
"Aplastodiscus arildae","Amphibia","Anura","Hylidae","faunabr"
"Phalotris multipunctatus","Reptilia","Squamata","Dipsadidae","faunabr"
"Bothrops moojeni","Reptilia","Squamata","Viperidae","faunabr"
"Rhipidomys macrurus","Mammalia","Rodentia","Cricetidae","faunabr"
"Caretta caretta","Reptilia","Testudines","Cheloniidae","faunabr"
"Crossodactylus caramaschii","Amphibia","Anura","Hylodidae","faunabr"
"Callicebus melanochir","Mammalia","Primates","Pitheciidae","faunabr"
"Xeronycteris vieirai","Mammalia","Chiroptera","Phyllostomidae","faunabr"
"Ptychophis flavovirgatus","Reptilia","Squamata","Dipsadidae","faunabr"
"Bothrops itapetiningae","Reptilia","Squamata","Viperidae","faunabr"
"Amphisbaena sanctaeritae","Reptilia","Squamata","Amphisbaenidae","faunabr"
"Arctocephalus gazella","Mammalia","Carnivora","Otariidae","faunabr"
"Cabassous chacoensis","Mammalia","Cingulata","Chlamyphoridae","faunabr"
"Leptodactylus caatingae","Amphibia","Anura","Leptodactylidae","faunabr"
"Rhinella dorbignyi","Amphibia","Anura","Bufonidae","faunabr"
"Aplastodiscus ibirapitanga","Amphibia","Anura","Hylidae","faunabr"
"Phalotris labiomaculatus","Reptilia","Squamata","Dipsadidae","faunabr"
"Leptodactylus mystacinus","Amphibia","Anura","Leptodactylidae","faunabr"
"Leptodactylus tapiti","Amphibia","Anura","Leptodactylidae","faunabr"
"Amphisbaena carvalhoi","Reptilia","Squamata","Amphisbaenidae","faunabr"
"Bothrops cotiara","Reptilia","Squamata","Viperidae","faunabr"
"Leptodactylus bufonius","Amphibia","Anura","Leptodactylidae","faunabr"
"Dipsas pavonina","Reptilia","Squamata","Dipsadidae","faunabr"
"Apostolepis quirogai","Reptilia","Squamata","Dipsadidae","faunabr"
"Juliomys ossitenuis","Mammalia","Rodentia","Cricetidae","faunabr"
"Amphisbaena uroxena","Reptilia","Squamata","Amphisbaenidae","faunabr"
"Amphisbaena pretrei","Reptilia","Squamata","Amphisbaenidae","faunabr"
"Aotus infulatus","Mammalia","Primates","Cebidae","faunabr"
"Elapomorphus quinquelineatus","Reptilia","Squamata","Dipsadidae","faunabr"
"Melanosuchus niger","Reptilia","Crocodylia","Alligatoridae","faunabr"
"Oecomys paricola","Mammalia","Rodentia","Cricetidae","faunabr"
"Anilius scytale","Reptilia","Squamata","Aniliidae","faunabr"
"Ozotoceros bezoarticus","Mammalia","Artiodactyla","Cervidae","faunabr"
"Cavia magna","Mammalia","Rodentia","Caviidae","faunabr"
"Eira barbara","Mammalia","Carnivora","Mustelidae","faunabr"
"Marmosa demerarae","Mammalia","Didelphimorphia","Didelphidae","faunabr"
"Apostolepis gaboi","Reptilia","Squamata","Dipsadidae","faunabr"
"Leptodactylus troglodytes","Amphibia","Anura","Leptodactylidae","faunabr"
"Bradypus variegatus","Mammalia","Pilosa","Bradypodidae","faunabr"
"Liotyphlops beui","Reptilia","Squamata","Anomalepididae","faunabr"
"Tolypeutes matacus","Mammalia","Cingulata","Chlamyphoridae","faunabr"
"Trinomys dimidiatus","Mammalia","Rodentia","Echimyidae","faunabr"
"Calomys laucha","Mammalia","Rodentia","Cricetidae","faunabr"
"Akodon toba","Mammalia","Rodentia","Cricetidae","faunabr"
"Chrysocyon brachyurus","Mammalia","Carnivora","Canidae","faunabr"
"Leptodactylus vastus","Amphibia","Anura","Leptodactylidae","faunabr"
"Hylomantis aspera","Amphibia","Anura","Hylidae","faunabr"
"Gastrotheca fulvorufa","Amphibia","Anura","Hemiphractidae","faunabr"
"Helicops trivittatus","Reptilia","Squamata","Dipsadidae","faunabr"
"Akodon paranaensis","Mammalia","Rodentia","Cricetidae","faunabr"
"Thalpomys cerradensis","Mammalia","Rodentia","Cricetidae","faunabr"
"Gastrotheca ernestoi","Amphibia","Anura","Hemiphractidae","faunabr"
"Nasua nasua","Mammalia","Carnivora","Procyonidae","faunabr"
"Choloepus didactylus","Mammalia","Pilosa","Megalonychidae","faunabr"
"Ameivula confusioniba","Reptilia","Squamata","Teiidae","faunabr"
"Blarinomys breviceps","Mammalia","Rodentia","Cricetidae","faunabr"
"Adenomera thomei","Amphibia","Anura","Leptodactylidae","faunabr"
"Apostolepis intermedia","Reptilia","Squamata","Dipsadidae","faunabr"
"Phyllomys lamarum","Mammalia","Rodentia","Echimyidae","faunabr"
"Phyllomys blainvilii","Mammalia","Rodentia","Echimyidae","faunabr"
"Brachycephalus crispus","Amphibia","Anura","Brachycephalidae","faunabr"
"Amphisbaena alba","Reptilia","Squamata","Amphisbaenidae","faunabr"
"Caluromys lanatus","Mammalia","Didelphimorphia","Didelphidae","faunabr"
"Bothrops pubescens","Reptilia","Squamata","Viperidae","faunabr"
"Leontopithecus chrysopygus","Mammalia","Primates","Cebidae","faunabr"
"Trichechus manatus","Mammalia","Sirenia","Trichechidae","faunabr"
"Boana pulchella","Amphibia","Anura","Hylidae","faunabr"
"Procyon cancrivorus","Mammalia","Carnivora","Procyonidae","faunabr"
"Otaria flavescens","Mammalia","Carnivora","Otariidae","faunabr"
"Saimiri collinsi","Mammalia","Primates","Cebidae","faunabr"
"Uroderma magnirostrum","Mammalia","Chiroptera","Phyllostomidae","faunabr"
"Delomys dorsalis","Mammalia","Rodentia","Cricetidae","faunabr"
"Brucepattersonius soricinus","Mammalia","Rodentia","Cricetidae","faunabr"
"Pithecopus oreades","Amphibia","Anura","Hylidae","faunabr"
"Drymoluber dichrous","Reptilia","Squamata","Colubridae","faunabr"
"Cryptonanus chacoensis","Mammalia","Didelphimorphia","Didelphidae","faunabr"
"Fritziana fissilis","Amphibia","Anura","Hemiphractidae","faunabr"
"Ameivula cipoensis","Reptilia","Squamata","Teiidae","faunabr"
"Gracilinanus agilis","Mammalia","Didelphimorphia","Didelphidae","faunabr"
"Oxymycterus caparaoe","Mammalia","Rodentia","Cricetidae","faunabr"
"Kerodon rupestris","Mammalia","Rodentia","Caviidae","faunabr"
"Lophostoma brasiliense","Mammalia","Chiroptera","Phyllostomidae","faunabr"
"Phalotris reticulatus","Reptilia","Squamata","Dipsadidae","faunabr"
"Micrurus paraensis","Reptilia","Squamata","Elapidae","faunabr"
"Amphisbaena mertensii","Reptilia","Squamata","Amphisbaenidae","faunabr"
"Boana albomarginata","Amphibia","Anura","Hylidae","faunabr"
"Aplastodiscus cavicola","Amphibia","Anura","Hylidae","faunabr"
"Macrophyllum macrophyllum","Mammalia","Chiroptera","Phyllostomidae","faunabr"
"Thaptomys nigrita","Mammalia","Rodentia","Cricetidae","faunabr"
"Bothrops insularis","Reptilia","Squamata","Viperidae","faunabr"
"Epictia borapeliotes","Reptilia","Squamata","Leptotyphlopidae","faunabr"
"Abrawayaomys ruschii","Mammalia","Rodentia","Cricetidae","faunabr"
"Potos flavus","Mammalia","Carnivora","Procyonidae","faunabr"
"Proechimys longicaudatus","Mammalia","Rodentia","Echimyidae","faunabr"
"Brucepattersonius iheringi","Mammalia","Rodentia","Cricetidae","faunabr"
"Brachyteles hypoxanthus","Mammalia","Primates","Atelidae","faunabr"
"Leptodactylus marambaiae","Amphibia","Anura","Leptodactylidae","faunabr"
"Leontopithecus caissara","Mammalia","Primates","Cebidae","faunabr"
"Micrurus potyguara","Reptilia","Squamata","Elapidae","faunabr"
"Melanophryniscus klappenbachi","Amphibia","Anura","Bufonidae","faunabr"
"Oxymycterus rufus","Mammalia","Rodentia","Cricetidae","faunabr"
"Thamnodynastes pallidus","Reptilia","Squamata","Dipsadidae","faunabr"
"Mesophylla macconnelli","Mammalia","Chiroptera","Phyllostomidae","faunabr"
"Liotyphlops trefauti","Reptilia","Squamata","Anomalepididae","faunabr"
"Nectomys rattus","Mammalia","Rodentia","Cricetidae","faunabr"
"Dactylomys dactylinus","Mammalia","Rodentia","Echimyidae","faunabr"
"Phaenomys ferrugineus","Mammalia","Rodentia","Cricetidae","faunabr"
"Siphlophis cervinus","Reptilia","Squamata","Dipsadidae","faunabr"
"Echimys chrysurus","Mammalia","Rodentia","Echimyidae","faunabr"
"Aplastodiscus musicus","Amphibia","Anura","Hylidae","faunabr"
"Amphisbaena ignatiana","Reptilia","Squamata","Amphisbaenidae","faunabr"
"Leposternon kisteumacheri","Reptilia","Squamata","Amphisbaenidae","faunabr"
"Bothrops jararaca","Reptilia","Squamata","Viperidae","faunabr"
"Chironectes minimus","Mammalia","Didelphimorphia","Didelphidae","faunabr"
"Amphisbaena hastata","Reptilia","Squamata","Amphisbaenidae","faunabr"
"Pithecopus azureus","Amphibia","Anura","Hylidae","faunabr"
"Bothrops alternatus","Reptilia","Squamata","Viperidae","faunabr"
"Lachesis muta","Reptilia","Squamata","Viperidae","faunabr"
"Leptodactylus gracilis","Amphibia","Anura","Leptodactylidae","faunabr"
"Micrurus corallinus","Reptilia","Squamata","Elapidae","faunabr"
"Dipsas sazimai","Reptilia","Squamata","Dipsadidae","faunabr"
"Drymoluber brazili","Reptilia","Squamata","Colubridae","faunabr"
"Bothrops muriciensis","Reptilia","Squamata","Viperidae","faunabr"
"Scapteromys tumidus","Mammalia","Rodentia","Cricetidae","faunabr"
"Thamnodynastes almae","Reptilia","Squamata","Dipsadidae","faunabr"
"Mazama nana","Mammalia","Artiodactyla","Cervidae","faunabr"
"Corallus cropani","Reptilia","Squamata","Boidae","faunabr"
"Phyllomys dasythrix","Mammalia","Rodentia","Echimyidae","faunabr"
"Lonchophylla mordax","Mammalia","Chiroptera","Phyllostomidae","faunabr"
"Alouatta belzebul","Mammalia","Primates","Atelidae","faunabr"
"Galea spixii","Mammalia","Rodentia","Caviidae","faunabr"
"Dracaena guianensis","Reptilia","Squamata","Teiidae","faunabr"
"Monodelphis unistriata","Mammalia","Didelphimorphia","Didelphidae","faunabr"
"Cabassous tatouay","Mammalia","Cingulata","Chlamyphoridae","faunabr"
"Psomophis joberti","Reptilia","Squamata","Dipsadidae","faunabr"
"Thamnodynastes nattereri","Reptilia","Squamata","Dipsadidae","faunabr"
"Nyctinomops macrotis","Mammalia","Chiroptera","Molossidae","faunabr"
"Calomys expulsus","Mammalia","Rodentia","Cricetidae","faunabr"
"Galea flavidens","Mammalia","Rodentia","Caviidae","faunabr"
"Sibynomorphus neuwiedi","Reptilia","Squamata","Dipsadidae","faunabr"
"Apostolepis polylepis","Reptilia","Squamata","Dipsadidae","faunabr"
"Oecomys mamorae","Mammalia","Rodentia","Cricetidae","faunabr"
"Holochilus brasiliensis","Mammalia","Rodentia","Cricetidae","faunabr"
"Lundomys molitor","Mammalia","Rodentia","Cricetidae","faunabr"
"Cryptonanus guahybae","Mammalia","Didelphimorphia","Didelphidae","faunabr"
"Boiruna sertaneja","Reptilia","Squamata","Dipsadidae","faunabr"
"Dipsas albifrons","Reptilia","Squamata","Dipsadidae","faunabr"
"Apostolepis flavotorquata","Reptilia","Squamata","Dipsadidae","faunabr"
"Ctenomys lami","Mammalia","Rodentia","Ctenomyidae","faunabr"
"Calomys cerqueirai","Mammalia","Rodentia","Cricetidae","faunabr"
"Leptodactylus oreomantis","Amphibia","Anura","Leptodactylidae","faunabr"
"Eptesicus taddeii","Mammalia","Chiroptera","Vespertilionidae","faunabr"
"Bothrops marmoratus","Reptilia","Squamata","Viperidae","faunabr"
"Echinanthera cephalostriata","Reptilia","Squamata","Dipsadidae","faunabr"
"Xenopholis werdingorum","Reptilia","Squamata","Dipsadidae","faunabr"
"Leptodactylus labyrinthicus","Amphibia","Anura","Leptodactylidae","faunabr"
"Akodon lindberghi","Mammalia","Rodentia","Cricetidae","faunabr"
"Apostolepis albicollaris","Reptilia","Squamata","Dipsadidae","faunabr"
"Amphisbaena mitchelli","Reptilia","Squamata","Amphisbaenidae","faunabr"
"Dendrophidion dendrophis","Reptilia","Squamata","Colubridae","faunabr"
"Oecomys catherinae","Mammalia","Rodentia","Cricetidae","faunabr"
"Phyllomedusa distincta","Amphibia","Anura","Hylidae","faunabr"
"Neoplatymops mattogrossensis","Mammalia","Chiroptera","Molossidae","faunabr"
"Amphisbaena anaemariae","Reptilia","Squamata","Amphisbaenidae","faunabr"
"Thylamys karimii","Mammalia","Didelphimorphia","Didelphidae","faunabr"
"Trinomys paratus","Mammalia","Rodentia","Echimyidae","faunabr"
"Akodon montensis","Mammalia","Rodentia","Cricetidae","faunabr"
"Trinomys mirapitanga","Mammalia","Rodentia","Echimyidae","faunabr"
"Leptodactylus latrans","Amphibia","Anura","Leptodactylidae","faunabr"
"Echinanthera undulata","Reptilia","Squamata","Dipsadidae","faunabr"
"Eretmochelys imbricata","Reptilia","Testudines","Cheloniidae","faunabr"
"Calamodontophis paucidens","Reptilia","Squamata","Dipsadidae","faunabr"
"Amphisbaena bahiana","Reptilia","Squamata","Amphisbaenidae","faunabr"
"Thamnodynastes lanei","Reptilia","Squamata","Dipsadidae","faunabr"
"Leptodactylus spixi","Amphibia","Anura","Leptodactylidae","faunabr"
"Adenomera nana","Amphibia","Anura","Leptodactylidae","faunabr"
"Euryoryzomys russatus","Mammalia","Rodentia","Cricetidae","faunabr"
"Nectomys squamipes","Mammalia","Rodentia","Cricetidae","faunabr"
"Cerradomys subflavus","Mammalia","Rodentia","Cricetidae","faunabr"
"Coronelaps lepidus","Reptilia","Squamata","Dipsadidae","faunabr"
"Kerodon acrobata","Mammalia","Rodentia","Caviidae","faunabr"
"Callistomys pictus","Mammalia","Rodentia","Echimyidae","faunabr"
"Cynomops greenhalli","Mammalia","Chiroptera","Molossidae","faunabr"
"Apostolepis cerradoensis","Reptilia","Squamata","Dipsadidae","faunabr"
"Carollia perspicillata","Mammalia","Chiroptera","Phyllostomidae","faunabr"
"Pseudoryzomys simplex","Mammalia","Rodentia","Cricetidae","faunabr"
"Taeniophallus affinis","Reptilia","Squamata","Dipsadidae","faunabr"
"Pithecopus rohdei","Amphibia","Anura","Hylidae","faunabr"
"Conepatus chinga","Mammalia","Carnivora","Mephitidae","faunabr"
"Wiedomys cerradensis","Mammalia","Rodentia","Cricetidae","faunabr"
"Leptodactylus flavopictus","Amphibia","Anura","Leptodactylidae","faunabr"
"Rhinophylla pumilio","Mammalia","Chiroptera","Phyllostomidae","faunabr"
"Myotis izecksohni","Mammalia","Chiroptera","Vespertilionidae","faunabr"
"Liotyphlops ternetzii","Reptilia","Squamata","Anomalepididae","faunabr"
"Amphisbaena munoai","Reptilia","Squamata","Amphisbaenidae","faunabr"
"Ischnocnema manezinho","Amphibia","Anura","Brachycephalidae","faunabr"
"Adenomera saci","Amphibia","Anura","Leptodactylidae","faunabr"
"Taeniophallus poecilopogon","Reptilia","Squamata","Dipsadidae","faunabr"
"Hydrodynastes melanogigas","Reptilia","Squamata","Dipsadidae","faunabr"
"Coendou insidiosus","Mammalia","Rodentia","Erethizontidae","faunabr"
"Tantilla melanocephala","Reptilia","Squamata","Colubridae","faunabr"
"Leposternon wuchereri","Reptilia","Squamata","Amphisbaenidae","faunabr"
"Cerdocyon thous","Mammalia","Carnivora","Canidae","faunabr"
"Leopardus braccatus","Mammalia","Carnivora","Felidae","faunabr"
"Bothrops mattogrossensis","Reptilia","Squamata","Viperidae","faunabr"
"Thamnodynastes chaquensis","Reptilia","Squamata","Dipsadidae","faunabr"
"Siphlophis compressus","Reptilia","Squamata","Dipsadidae","faunabr"
"Thylamys macrurus","Mammalia","Didelphimorphia","Didelphidae","faunabr"
"Pithecopus centralis","Amphibia","Anura","Hylidae","faunabr"
"Helicops polylepis","Reptilia","Squamata","Dipsadidae","faunabr"
"Trinomys iheringi","Mammalia","Rodentia","Echimyidae","faunabr"
"Leptodactylus jolyi","Amphibia","Anura","Leptodactylidae","faunabr"
"Leposternon infraorbitale","Reptilia","Squamata","Amphisbaenidae","faunabr"
"Hydrops caesurus","Reptilia","Squamata","Dipsadidae","faunabr"
"Leopardus guttulus","Mammalia","Carnivora","Felidae","faunabr"
"Calassomys apicalis","Mammalia","Rodentia","Cricetidae","faunabr"
"Delomys altimontanus","Mammalia","Rodentia","Cricetidae","faunabr"
"Carterodon sulcidens","Mammalia","Rodentia","Echimyidae","faunabr"
"Amphisbaena metallurga","Reptilia","Squamata","Amphisbaenidae","faunabr"
"Coendou speratus","Mammalia","Rodentia","Erethizontidae","faunabr"
"Ctenomys ibicuiensis","Mammalia","Rodentia","Ctenomyidae","faunabr"
"Scapteromys aquaticus","Mammalia","Rodentia","Cricetidae","faunabr"
"Scapteromys meridionalis","Mammalia","Rodentia","Cricetidae","faunabr"
"Marmosa murina","Mammalia","Didelphimorphia","Didelphidae","faunabr"
"Amerotyphlops amoipira","Reptilia","Squamata","Typhlopidae","faunabr"
"Amerotyphlops bronguersmianus","Reptilia","Squamata","Typhlopidae","faunabr"
"Amerotyphlops paucisquamus","Reptilia","Squamata","Typhlopidae","faunabr"
"Amerotyphlops reticulatus","Reptilia","Squamata","Typhlopidae","faunabr"
"Amerotyphlops arenensis","Reptilia","Squamata","Typhlopidae","faunabr"
"Amerotyphlops yonenagae","Reptilia","Squamata","Typhlopidae","faunabr"
"Amphisbaena persephone","Reptilia","Squamata","Amphisbaenidae","faunabr"
"Dasyprocta iacki","Mammalia","Rodentia","Dasyproctidae","faunabr"
"Oligoryzomys mattogrossae","Mammalia","Rodentia","Cricetidae","faunabr"
"Trinomys gratiosus","Mammalia","Rodentia","Echimyidae","faunabr"
"Cerradomys akroai","Mammalia","Rodentia","Cricetidae","faunabr"
"Coendou baturitensis","Mammalia","Rodentia","Erethizontidae","faunabr"
"Amphisbaena filiformis","Reptilia","Squamata","Amphisbaenidae","faunabr"
"Tupinambis matipu","Reptilia","Squamata","Teiidae","faunabr"
"Leposternon mineiro","Reptilia","Squamata","Amphisbaenidae","faunabr"
"Amphisbaena acangoaba","Reptilia","Squamata","Amphisbaenidae","faunabr"
"Amphisbaena arenicola","Reptilia","Squamata","Amphisbaenidae","faunabr"
"Amphisbaena caetitensis","Reptilia","Squamata","Amphisbaenidae","faunabr"
"Philander canus","Mammalia","Didelphimorphia","Didelphidae","faunabr"
"Philander quica","Mammalia","Didelphimorphia","Didelphidae","faunabr"
"Marmosa limae","Mammalia","Didelphimorphia","Didelphidae","faunabr"
"Marmosa rapposa","Mammalia","Didelphimorphia","Didelphidae","faunabr"
"Monodelphis pinocchio","Mammalia","Didelphimorphia","Didelphidae","faunabr"
"Holochilus nanus","Mammalia","Rodentia","Cricetidae","faunabr"
"Holochilus oxe","Mammalia","Rodentia","Cricetidae","faunabr"
"Akodon kadiweu","Mammalia","Rodentia","Cricetidae","faunabr"
"Brucepattersonius nebulosus","Mammalia","Rodentia","Cricetidae","faunabr"
"Deltamys araucaria","Mammalia","Rodentia","Cricetidae","faunabr"
"Oxymycterus itapeby","Mammalia","Rodentia","Cricetidae","faunabr"
"Amphisbaena hiata","Reptilia","Squamata","Amphisbaenidae","faunabr"
"Amphisbaena kiriri","Reptilia","Squamata","Amphisbaenidae","faunabr"
"Oecomys franciscorum","Mammalia","Rodentia","Cricetidae","faunabr"
"Calomys mattevii","Mammalia","Rodentia","Cricetidae","faunabr"
"Amphisbaena longigua","Reptilia","Squamata","Amphisbaenidae","faunabr"
"Amphisbaena mongoyo","Reptilia","Squamata","Amphisbaenidae","faunabr"
"Amphisbaena mebengokre","Reptilia","Squamata","Amphisbaenidae","faunabr"
"Amphisbaena nana","Reptilia","Squamata","Amphisbaenidae","faunabr"
"Amphisbaena tiaraju","Reptilia","Squamata","Amphisbaenidae","faunabr"
"Sturnira giannae","Mammalia","Chiroptera","Phyllostomidae","faunabr"
"Cabassous squamicaudis","Mammalia","Cingulata","Chlamyphoridae","faunabr"
"Mazama rufa","Mammalia","Artiodactyla","Cervidae","faunabr"
"Mazama jucunda","Mammalia","Artiodactyla","Cervidae","faunabr"
"Juliomys ximenezi","Mammalia","Rodentia","Cricetidae","faunabr"
"Dasyprocta prymnolopha","Mammalia","Rodentia","Dasyproctidae","faunabr"
"Coendou longicaudatus","Mammalia","Rodentia","Erethizontidae","faunabr"
"Bradypus crinitus","Mammalia","Pilosa","Bradypodidae","faunabr"
"Phyllomys centralis","Mammalia","Rodentia","Echimyidae","faunabr"
"Thrichomys fosteri","Mammalia","Rodentia","Echimyidae","faunabr"
"Pithecopus gonzagai","Amphibia","Anura","Hylidae","faunabr"
"Pithecopus rusticus","Amphibia","Anura","Hylidae","faunabr"
"Phasmahyla lisbella","Amphibia","Anura","Hylidae","faunabr"
"Phrynomedusa dryade","Amphibia","Anura","Hylidae","faunabr"
"Euryoryzomys cerqueirai","Mammalia","Rodentia","Cricetidae","faunabr"
"Subulo gouzoubira","Mammalia","Artiodactyla","Cervidae","faunabr"
"Passalites nemorivagus","Mammalia","Artiodactyla","Cervidae","faunabr"
"Eumops chimaera","Mammalia","Chiroptera","Molossidae","faunabr"
"Accipiter poliogaster","Aves","Accipitriformes","Accipitridae","faunabr"
"Amadonastur lacernulatus","Aves","Accipitriformes","Accipitridae","faunabr"
"Buteo albonotatus","Aves","Accipitriformes","Accipitridae","faunabr"
"Buteo swainsoni","Aves","Accipitriformes","Accipitridae","faunabr"
"Buteogallus aequinoctialis","Aves","Accipitriformes","Accipitridae","faunabr"
"Circus buffoni","Aves","Accipitriformes","Accipitridae","faunabr"
"Circus cinereus","Aves","Accipitriformes","Accipitridae","faunabr"
"Harpagus diodon","Aves","Accipitriformes","Accipitridae","faunabr"
"Harpia harpyja","Aves","Accipitriformes","Accipitridae","faunabr"
"Helicolestes hamatus","Aves","Accipitriformes","Accipitridae","faunabr"
"Heterospizias meridionalis","Aves","Accipitriformes","Accipitridae","faunabr"
"Ictinia mississippiensis","Aves","Accipitriformes","Accipitridae","faunabr"
"Ictinia plumbea","Aves","Accipitriformes","Accipitridae","faunabr"
"Leptodon cayanensis","Aves","Accipitriformes","Accipitridae","faunabr"
"Leptodon forbesi","Aves","Accipitriformes","Accipitridae","faunabr"
"Morphnus guianensis","Aves","Accipitriformes","Accipitridae","faunabr"
"Pseudastur polionotus","Aves","Accipitriformes","Accipitridae","faunabr"
"Spizaetus melanoleucus","Aves","Accipitriformes","Accipitridae","faunabr"
"Urubitinga coronata","Aves","Accipitriformes","Accipitridae","faunabr"
"Cairina moschata","Aves","Anseriformes","Anatidae","faunabr"
"Callonetta leucophrys","Aves","Anseriformes","Anatidae","faunabr"
"Heteronetta atricapilla","Aves","Anseriformes","Anatidae","faunabr"
"Mergus octosetaceus","Aves","Anseriformes","Anatidae","faunabr"
"Neochen jubata","Aves","Anseriformes","Anatidae","faunabr"
"Netta peposaca","Aves","Anseriformes","Anatidae","faunabr"
"Nomonyx dominicus","Aves","Anseriformes","Anatidae","faunabr"
"Sarkidiornis sylvicola","Aves","Anseriformes","Anatidae","faunabr"
"Coscoroba coscoroba","Aves","Anseriformes","Anatidae","faunabr"
"Cygnus melancoryphus","Aves","Anseriformes","Anatidae","faunabr"
"Dendrocygna bicolor","Aves","Anseriformes","Anatidae","faunabr"
"Dendrocygna viduata","Aves","Anseriformes","Anatidae","faunabr"
"Anhima cornuta","Aves","Anseriformes","Anhimidae","faunabr"
"Chauna torquata","Aves","Anseriformes","Anhimidae","faunabr"
"Chaetura meridionalis","Aves","Apodiformes","Apodidae","faunabr"
"Cypseloides fumigatus","Aves","Apodiformes","Apodidae","faunabr"
"Cypseloides senex","Aves","Apodiformes","Apodidae","faunabr"
"Anopetia gounellei","Aves","Apodiformes","Trochilidae","faunabr"
"Glaucis dohrnii","Aves","Apodiformes","Trochilidae","faunabr"
"Phaethornis idaliae","Aves","Apodiformes","Trochilidae","faunabr"
"Phaethornis maranhaoensis","Aves","Apodiformes","Trochilidae","faunabr"
"Phaethornis pretrei","Aves","Apodiformes","Trochilidae","faunabr"
"Phaethornis squalidus","Aves","Apodiformes","Trochilidae","faunabr"
"Phaethornis subochraceus","Aves","Apodiformes","Trochilidae","faunabr"
"Ramphodon naevius","Aves","Apodiformes","Trochilidae","faunabr"
"Anthracothorax nigricollis","Aves","Apodiformes","Trochilidae","faunabr"
"Aphantochroa cirrochloris","Aves","Apodiformes","Trochilidae","faunabr"
"Augastes lumachella","Aves","Apodiformes","Trochilidae","faunabr"
"Avocettula recurvirostris","Aves","Apodiformes","Trochilidae","faunabr"
"Calliphlox amethystina","Aves","Apodiformes","Trochilidae","faunabr"
"Campylopterus calcirupicola","Aves","Apodiformes","Trochilidae","faunabr"
"Campylopterus diamantinensis","Aves","Apodiformes","Trochilidae","faunabr"
"Campylopterus obscurus","Aves","Apodiformes","Trochilidae","faunabr"
"Chrysolampis mosquitus","Aves","Apodiformes","Trochilidae","faunabr"
"Colibri serrirostris","Aves","Apodiformes","Trochilidae","faunabr"
"Discosura longicaudus","Aves","Apodiformes","Trochilidae","faunabr"
"Florisuga fusca","Aves","Apodiformes","Trochilidae","faunabr"
